name,dose,tier_num,tier_desc,cost_30,cost_90,management,year
ABILIFY,MAINTENA ER 300 MG SYR,5,Specialty Tier,25%,N/A,Q:1/28Days,2015-01-01T00:00:00Z
ABILIFY,MAINTENA ER 300 MG VL,5,Specialty Tier,25%,N/A,Q:1/28Days,2015-01-01T00:00:00Z
ABILIFY,MAINTENA ER 400 MG SYR,5,Specialty Tier,25%,N/A,Q:1/28Days,2015-01-01T00:00:00Z
ABRAXANE,100MG VIAL,5,Specialty Tier,25%,N/A,P,2015-01-01T00:00:00Z
ACAMPROSATE,CALCIUM DR 333 MG TABLETS [CAMPRAL],4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
ACARBOSE,100 MG TABLET,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
ACARBOSE,25 MG TABLET,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
ACARBOSE,50MG/1 100 TABLET BOTTLE,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
ACEBUTOLOL,200MG CAPSULE,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
ACEBUTOLOL,400MG CAPSULE,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
ACELLULAR,PERTUSSIS VACCINE 50 UNT/ML / DIPHTHERIA TOXOID VACCINE 50 UNT/ML / TETANUS TOXOID VACCINE,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
ACETAMINOPHEN,AND CODEINE PHOSPHATE SOLUTION ORAL USP 120;12MG/5ML;MG/ 12.5 ML CUPUD,3,Preferred Brand,20%,17%,Q:5010/30Days,2015-01-01T00:00:00Z
ACETAMINOPHEN,AND CODEINE PHOSPHATE TABLET 300MG-30MG (60 CT),3,Preferred Brand,20%,17%,Q:390/30Days,2015-01-01T00:00:00Z
ACETAMINOPHEN,AND CODEINE PHOSPHATE TABLET USP 300MG-15MG (100 CT),3,Preferred Brand,20%,17%,Q:390/30Days,2015-01-01T00:00:00Z
ACETAMINOPHEN-COD,#4 TABLET,3,Preferred Brand,20%,17%,Q:390/30Days,2015-01-01T00:00:00Z
ACETASOL,HC SOLUTION 10ML 10 ML BOT,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
ACETAZOLAMIDE,125MG TABLET,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
ACETAZOLAMIDE,250MG TABLET (100 CT),2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
ACETAZOLAMIDE,500MG/5ML 1 VIAL IN 1 CARTON / 5 ML IN 1 VIAL,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
ACETAZOLAMIDE,ER CAPSULES 500MG 100 BOT,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
ACETIC,ACID 2% SOLUTION NON-ORAL,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
ACETYLCYSTEINE,10% VIAL,2,Non-Preferred Generic,$2.00 ,$0.00 ,P,2015-01-01T00:00:00Z
ACETYLCYSTEINE,20% VIAL 3 X 30ML CRTN,2,Non-Preferred Generic,$2.00 ,$0.00 ,P,2015-01-01T00:00:00Z
ACITRETIN,10 MG CAPSULE [SORIATANE],5,Specialty Tier,25%,N/A,None,2015-01-01T00:00:00Z
ACITRETIN,17.5 MG CAPSULE [SORIATANE],5,Specialty Tier,25%,N/A,None,2015-01-01T00:00:00Z
ACITRETIN,25 MG CAPSULE [SORIATANE],5,Specialty Tier,25%,N/A,None,2015-01-01T00:00:00Z
ACTHIB,VACCINE VIAL 10-24UNT/5ML,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
ACTIMMUNE,100 MCG/0.5 ML VIAL,5,Specialty Tier,25%,N/A,P,2015-01-01T00:00:00Z
ACYCLOVIR,200MG 100 CAPSULE BOTTLE,1,Preferred Generic,$1.00 ,$0.00 ,None,2015-01-01T00:00:00Z
ACYCLOVIR,200MG/5ML 473 ML BOTTLE,3,Preferred Brand,20%,17%,None,2015-01-01T00:00:00Z
ACYCLOVIR,400 MG,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
ACYCLOVIR,5% OINTMENT,4,Non-Preferred Brand,35%,35%,P,2015-01-01T00:00:00Z
ACYCLOVIR,800 MG TABLET,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
ACYCLOVIR,SODIUM 500 MG VIAL,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
ADACEL,VIAL 2UNT/5UNT,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
ADAGEN,250U/ML VIAL,5,Specialty Tier,25%,N/A,None,2015-01-01T00:00:00Z
ADALIMUMAB,50 MG/ML PREFILLED SYRINGE [HUMIRA],5,Specialty Tier,25%,N/A,P Q:6/28Days,2015-01-01T00:00:00Z
ADCIRCA,TABLETS 20MG 60 BOTTLE,5,Specialty Tier,25%,N/A,P Q:60/30Days,2015-01-01T00:00:00Z
ADEFOVIR,DIPIVOXIL 10 MG TAB [HEPSERA],5,Specialty Tier,25%,N/A,None,2015-01-01T00:00:00Z
ADEMPAS,0.5 MG TABLET,5,Specialty Tier,25%,N/A,P Q:90/30Days,2015-01-01T00:00:00Z
ADEMPAS,1 MG TABLET,5,Specialty Tier,25%,N/A,P Q:90/30Days,2015-01-01T00:00:00Z
ADEMPAS,1.5 MG TABLET,5,Specialty Tier,25%,N/A,P Q:90/30Days,2015-01-01T00:00:00Z
ADEMPAS,2 MG TABLET,5,Specialty Tier,25%,N/A,P Q:90/30Days,2015-01-01T00:00:00Z
ADEMPAS,2.5 MG TABLET,5,Specialty Tier,25%,N/A,P Q:90/30Days,2015-01-01T00:00:00Z
AFEDITAB,CR 30MG TABLET SA,3,Preferred Brand,20%,17%,Q:60/30Days,2015-01-01T00:00:00Z
AFEDITAB,CR 60MG TABLET SA,3,Preferred Brand,20%,17%,Q:60/30Days,2015-01-01T00:00:00Z
AFINITOR,7.5MG/1 28 BLISTER PACK PER CARTON / 1 TABLET PER BLISTER PACK,5,Specialty Tier,25%,N/A,P Q:30/30Days,2015-01-01T00:00:00Z
AFINITOR,DISPERZ 2 MG TABLET,5,Specialty Tier,25%,N/A,P,2015-01-01T00:00:00Z
AFINITOR,DISPERZ 3 MG TABLET,5,Specialty Tier,25%,N/A,P,2015-01-01T00:00:00Z
AFINITOR,DISPERZ 5 MG TABLET,5,Specialty Tier,25%,N/A,P,2015-01-01T00:00:00Z
AFINITOR,TABLETS 10 MG,5,Specialty Tier,25%,N/A,P Q:30/30Days,2015-01-01T00:00:00Z
AFINITOR,TABLETS 2.5 MG,5,Specialty Tier,25%,N/A,P Q:30/30Days,2015-01-01T00:00:00Z
AFINITOR,TABLETS 5 MG,5,Specialty Tier,25%,N/A,P Q:30/30Days,2015-01-01T00:00:00Z
AK-CON,0.1% EYE DROPS,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
ALBENZA,200 MG TABLET,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
ALBUTEROL,"SULFATE 0.75MG/3ML 30 POUCH PER CARTON / 1 VIAL, SINGLE-DOSE IN 1 POUCH / 3 ML IN 1 VIAL",2,Non-Preferred Generic,$2.00 ,$0.00 ,P,2015-01-01T00:00:00Z
ALBUTEROL,SULFATE 1.25MG/3ML VIAL NEBULIZER,2,Non-Preferred Generic,$2.00 ,$0.00 ,P,2015-01-01T00:00:00Z
ALBUTEROL,SULFATE 4MG TABLET SR 12HR,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
ALBUTEROL,SULFATE 8MG TABLET SR 12HR,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
ALBUTEROL,SULFATE INHALATION SOLUTION 0.5% 20ML BOTDR,2,Non-Preferred Generic,$2.00 ,$0.00 ,P,2015-01-01T00:00:00Z
ALBUTEROL,SULFATE SOLUTION FOR INHALATION,2,Non-Preferred Generic,$2.00 ,$0.00 ,P,2015-01-01T00:00:00Z
ALBUTEROL,SULFATE SYRUP 2MG/5ML 16 FLO BOT,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
ALBUTEROL,SULFATE TABLET 2MG (500 CT),3,Preferred Brand,20%,17%,None,2015-01-01T00:00:00Z
ALBUTEROL,TABLET 4MG (500 CT),3,Preferred Brand,20%,17%,None,2015-01-01T00:00:00Z
ALCLOMETASONE,DIPROPIONATE 0.05% CREAM,3,Preferred Brand,20%,17%,None,2015-01-01T00:00:00Z
ALCLOMETASONE,DIPROPIONATE 0.5MG/G 1 TUBE PER CARTON / 60 G IN 1 TUBE,3,Preferred Brand,20%,17%,None,2015-01-01T00:00:00Z
ALENDRONATE,SODIUM 10MG TABLET,2,Non-Preferred Generic,$2.00 ,$0.00 ,Q:30/30Days,2015-01-01T00:00:00Z
ALENDRONATE,"SODIUM 35MG/1 12 TABLET IN 1 BOX, UNIT-DOSE",1,Preferred Generic,$1.00 ,$0.00 ,Q:4/28Days,2015-01-01T00:00:00Z
ALENDRONATE,SODIUM 40MG TABLET,2,Non-Preferred Generic,$2.00 ,$0.00 ,Q:30/30Days,2015-01-01T00:00:00Z
ALENDRONATE,SODIUM 5MG TABLET,2,Non-Preferred Generic,$2.00 ,$0.00 ,Q:30/30Days,2015-01-01T00:00:00Z
ALENDRONATE,SODIUM 70MG/1 4 BLISTER PACK IN 1 BOX / 1 TABLET IN 1 BLISTER PACK,1,Preferred Generic,$1.00 ,$0.00 ,Q:4/28Days,2015-01-01T00:00:00Z
ALFUZOSIN,"HYDROCHLORIDE 10MG/1 100 TABLET, EXTENDED RELEASE IN 1 BOTTLE",2,Non-Preferred Generic,$2.00 ,$0.00 ,Q:30/30Days,2015-01-01T00:00:00Z
ALIMTA,500MG VIAL,5,Specialty Tier,25%,N/A,P,2015-01-01T00:00:00Z
ALINIA,100MG/5ML SUSPENSION,4,Non-Preferred Brand,35%,35%,Q:150/30Days,2015-01-01T00:00:00Z
ALINIA,500 MG TABLET,4,Non-Preferred Brand,35%,35%,Q:40/30Days,2015-01-01T00:00:00Z
ALKERAN,50 MG VIAL,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
ALLOPURINOL,100 MG TABLETS,1,Preferred Generic,$1.00 ,$0.00 ,None,2015-01-01T00:00:00Z
ALLOPURINOL,"300MG/1 100 BLISTER PACK IN 1 BOX, UNIT-DOSE / 1 TABLET PER BLISTER PACK",1,Preferred Generic,$1.00 ,$0.00 ,None,2015-01-01T00:00:00Z
ALOSETRON,HCL 0.5 MG TABLET [LOTRONEX],5,Specialty Tier,25%,N/A,Q:60/30Days,2015-01-01T00:00:00Z
ALOSETRON,HCL 1 MG TABLET [LOTRONEX],5,Specialty Tier,25%,N/A,Q:60/30Days,2015-01-01T00:00:00Z
ALPRAZOLAM,0.25 MG TABLET,4,Non-Preferred Brand,35%,35%,Q:120/30Days,2015-01-01T00:00:00Z
ALPRAZOLAM,0.5 MG TABLET,4,Non-Preferred Brand,35%,35%,Q:120/30Days,2015-01-01T00:00:00Z
ALPRAZOLAM,1 MG TABLET,4,Non-Preferred Brand,35%,35%,Q:240/30Days,2015-01-01T00:00:00Z
ALPRAZOLAM,2 MG TABLET,4,Non-Preferred Brand,35%,35%,Q:150/30Days,2015-01-01T00:00:00Z
ALSUMA,6MG/0.5ML 2 SYRINGE IN 1 PACKAGE / 0.5 ML IN 1 SYRINGE,4,Non-Preferred Brand,35%,35%,Q:6/30Days,2015-01-01T00:00:00Z
ALTABAX,10MG/G 30 G IN 1 TUBE,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
AMANTADINE,100MG CAPSULE,3,Preferred Brand,20%,17%,None,2015-01-01T00:00:00Z
AMANTADINE,100MG TABLET,3,Preferred Brand,20%,17%,None,2015-01-01T00:00:00Z
AMANTADINE,HYDROCHLORIDE 50MG/5ML 473 ML IN 1 BOTTLE,3,Preferred Brand,20%,17%,None,2015-01-01T00:00:00Z
AMBISOME,50MG VIAL,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
AMCINONIDE,0.1% CREAM,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
AMCINONIDE,0.1% LOTION,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
AMCINONIDE,0.1% OINTMENT 60GM TUBE,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
AMIFOSTINE,"50MG/ML 3 VIAL, SINGLE-USE PER CARTON / 10 ML IN 1 VIAL, SINGLE-USE",5,Specialty Tier,25%,N/A,None,2015-01-01T00:00:00Z
AMIKACIN,SULFATE 500 MG/2 ML VIAL,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
AMILORIDE,HCL W/HCTZ 5MG-50MG TABLET,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMILORIDE,HYDROCHLORIDE TABLETS 5MG 100 BOT,3,Preferred Brand,20%,17%,None,2015-01-01T00:00:00Z
AMINOPHYLLINE,25MG/ML 5 TRAY PER CARTON / 5 AMPULE IN 1 TRAY / 10 ML IN 1 AMPULE,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMINOSYN,HBC INJECTION SULFITE FREE 7%,4,Non-Preferred Brand,35%,35%,P,2015-01-01T00:00:00Z
AMINOSYN,II 10% IV SOLUTION,4,Non-Preferred Brand,35%,35%,P,2015-01-01T00:00:00Z
AMINOSYN,II 15% IV SOLUTION,4,Non-Preferred Brand,35%,35%,P,2015-01-01T00:00:00Z
AMINOSYN,II 7% IV SOLUTION,4,Non-Preferred Brand,35%,35%,P,2015-01-01T00:00:00Z
AMINOSYN,II 8.5% ELECTROLYT,4,Non-Preferred Brand,35%,35%,P,2015-01-01T00:00:00Z
AMINOSYN,II 8.5% IV SOLUTION,4,Non-Preferred Brand,35%,35%,P,2015-01-01T00:00:00Z
AMINOSYN,M 3.5% IV SOLUTION,4,Non-Preferred Brand,35%,35%,P,2015-01-01T00:00:00Z
AMINOSYN,PF INJECTION,4,Non-Preferred Brand,35%,35%,P,2015-01-01T00:00:00Z
AMINOSYN,WITH ELECTROLYTES SULFITE FREE INJECTION 8.5%,4,Non-Preferred Brand,35%,35%,P,2015-01-01T00:00:00Z
AMINOSYN-PF,7% IV SOLUTION,4,Non-Preferred Brand,35%,35%,P,2015-01-01T00:00:00Z
AMIODARONE,HCL 200MG 60 TABLET BOTTLE,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMIODARONE,HCL 400MG TABLET,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMIODARONE,HCL 50 MG INJECTION,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMITRIP/PERPHEN,10-2 TABLET,3,Preferred Brand,20%,17%,P,2015-01-01T00:00:00Z
AMITRIP/PERPHEN,10-4 TABLET,3,Preferred Brand,20%,17%,P,2015-01-01T00:00:00Z
AMITRIP/PERPHEN,25-2 TABLET,3,Preferred Brand,20%,17%,P,2015-01-01T00:00:00Z
AMITRIP/PERPHEN,25-4 TABLET,3,Preferred Brand,20%,17%,P,2015-01-01T00:00:00Z
AMITRIP/PERPHEN,50-4 TABLET,3,Preferred Brand,20%,17%,P,2015-01-01T00:00:00Z
AMITRIPTYLINE,HCL 100MG TABLET,1,Preferred Generic,$1.00 ,$0.00 ,P,2015-01-01T00:00:00Z
AMITRIPTYLINE,HCL 10MG TABLET,1,Preferred Generic,$1.00 ,$0.00 ,P,2015-01-01T00:00:00Z
AMITRIPTYLINE,HCL 150 MG TAB,2,Non-Preferred Generic,$2.00 ,$0.00 ,P,2015-01-01T00:00:00Z
AMITRIPTYLINE,HCL 25MG TABLET USP (100 CT),1,Preferred Generic,$1.00 ,$0.00 ,P,2015-01-01T00:00:00Z
AMITRIPTYLINE,HCL 75MG TABLET USP (100 CT),1,Preferred Generic,$1.00 ,$0.00 ,P,2015-01-01T00:00:00Z
AMITRIPTYLINE,HCL TABLETS 50MG 100 BOT,1,Preferred Generic,$1.00 ,$0.00 ,P,2015-01-01T00:00:00Z
AMLODIPINE,BESYLATE 10MG TABLET (90 CT),2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMLODIPINE,BESYLATE 2.5MG TABLET (90 CT),2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMLODIPINE,BESYLATE 5MG TABLET (90 CT),2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMLODIPINE,BESYLATE-BENAZEPRIL 10MG-20MG CAPSULE,3,Preferred Brand,20%,17%,Q:60/30Days,2015-01-01T00:00:00Z
AMLODIPINE,BESYLATE-BENAZEPRIL 2.5MG-10MG CAPSULE,3,Preferred Brand,20%,17%,Q:60/30Days,2015-01-01T00:00:00Z
AMLODIPINE,BESYLATE-BENAZEPRIL 5-10MG CAPSULE,3,Preferred Brand,20%,17%,Q:60/30Days,2015-01-01T00:00:00Z
AMLODIPINE,BESYLATE-BENAZEPRIL 5MG-20MG CAPSULE,3,Preferred Brand,20%,17%,Q:60/30Days,2015-01-01T00:00:00Z
AMLODIPINE-ATORVASTATIN,10-10 MG [CADUET],3,Preferred Brand,20%,17%,Q:30/30Days,2015-01-01T00:00:00Z
AMLODIPINE-ATORVASTATIN,10-20 MG [CADUET],3,Preferred Brand,20%,17%,Q:30/30Days,2015-01-01T00:00:00Z
AMLODIPINE-ATORVASTATIN,10-40 MG [CADUET],3,Preferred Brand,20%,17%,Q:30/30Days,2015-01-01T00:00:00Z
AMLODIPINE-ATORVASTATIN,10-80 MG [CADUET],3,Preferred Brand,20%,17%,Q:30/30Days,2015-01-01T00:00:00Z
AMLODIPINE-ATORVASTATIN,2.5-10 MG [CADUET],3,Preferred Brand,20%,17%,Q:30/30Days,2015-01-01T00:00:00Z
AMLODIPINE-ATORVASTATIN,2.5-20 MG [CADUET],3,Preferred Brand,20%,17%,Q:30/30Days,2015-01-01T00:00:00Z
AMLODIPINE-ATORVASTATIN,2.5-40 MG [CADUET],3,Preferred Brand,20%,17%,Q:30/30Days,2015-01-01T00:00:00Z
AMLODIPINE-ATORVASTATIN,5-10 MG [CADUET],3,Preferred Brand,20%,17%,Q:30/30Days,2015-01-01T00:00:00Z
AMLODIPINE-ATORVASTATIN,5-20 MG [CADUET],3,Preferred Brand,20%,17%,Q:30/30Days,2015-01-01T00:00:00Z
AMLODIPINE-ATORVASTATIN,5-40 MG [CADUET],3,Preferred Brand,20%,17%,Q:30/30Days,2015-01-01T00:00:00Z
AMLODIPINE-ATORVASTATIN,5-80 MG [CADUET],3,Preferred Brand,20%,17%,Q:30/30Days,2015-01-01T00:00:00Z
AMLODIPINE-BENAZEPRIL,10-40 MG,3,Preferred Brand,20%,17%,Q:30/30Days,2015-01-01T00:00:00Z
AMLODIPINE-BENAZEPRIL,5-40 MG,3,Preferred Brand,20%,17%,Q:30/30Days,2015-01-01T00:00:00Z
AMMONIUM,CHLORIDE 5 MEQ/ML,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMMONIUM,LACTATE 12% CREAM,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMMONIUM,LACTATE 12% LOTION,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMOX,TR-K CLV 200-28.5/5 SUSP,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMOX,TR-K CLV 500-125 MG TAB,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMOX,TR-POTASSIUM CLAVULANATE 200-28.5MG TABLET CHEWABLE,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMOX,TR-POTASSIUM CLAVULANATE 250-125MG TABLET,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMOX,TR-POTASSIUM CLAVULANATE 400-57MG TABLET CHEWABLE,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMOX,TR-POTASSIUM CLAVULANATE 400-57MG/5 SUSPENSION RECONSTITUTED ORAL,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMOXAPINE,100MG TABLET,3,Preferred Brand,20%,17%,None,2015-01-01T00:00:00Z
AMOXAPINE,150MG TABLET,3,Preferred Brand,20%,17%,None,2015-01-01T00:00:00Z
AMOXAPINE,25MG TABLET,3,Preferred Brand,20%,17%,None,2015-01-01T00:00:00Z
AMOXAPINE,50MG TABLET,3,Preferred Brand,20%,17%,None,2015-01-01T00:00:00Z
AMOXICILLIN,125MG TABLET CHEW,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMOXICILLIN,250MG 500 CHEWABLE TABLET IN BOTTLE,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMOXICILLIN,250MG CAPSULE,1,Preferred Generic,$1.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMOXICILLIN,50 MG/ML / CLAVULANATE 12.5 MG/ML ORAL SUSPENSION,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMOXICILLIN,500MG 500 CAPSULE BOTTLE,1,Preferred Generic,$1.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMOXICILLIN,500MG TABLET (100 CT),2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMOXICILLIN,875MG TABLET,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMOXICILLIN,AND CLAVULANATE POTASSIUM TABLETS 875;125MG;MG 20 BOT,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMOXICILLIN,AND CLAVULANATE POTASSIUM TABLETS EXTENDED RELEASE 1000;62.5MG;MG,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
AMOXICILLIN,CLAVULANATE POTASSIUM FOR SUSPENSION 600-42.9MG 125ML BOT,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMOXICILLIN,FOR ORAL SUSPENSION 125MG/5ML 100ML BOT,1,Preferred Generic,$1.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMOXICILLIN,FOR ORAL SUSPENSION 200MG/5ML 100ML BOTGL,1,Preferred Generic,$1.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMOXICILLIN,FOR ORAL SUSPENSION 250MG/5ML 100ML BOT,1,Preferred Generic,$1.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMOXICILLIN,FOR ORAL SUSPENSION 400MG/5ML 50ML BOTGL,1,Preferred Generic,$1.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMPHETAMINE,SALT COMBO 12.5MG TABLET,4,Non-Preferred Brand,35%,35%,Q:90/30Days,2015-01-01T00:00:00Z
AMPHETAMINE,SALT COMBO 15MG TABLET,4,Non-Preferred Brand,35%,35%,Q:90/30Days,2015-01-01T00:00:00Z
AMPHETAMINE,SALT COMBO 30MG TABLET,3,Preferred Brand,20%,17%,Q:60/30Days,2015-01-01T00:00:00Z
AMPHETAMINE,SALT COMBO 7.5MG TABLET,4,Non-Preferred Brand,35%,35%,Q:90/30Days,2015-01-01T00:00:00Z
AMPHETAMINE,SALTS 20MG TABLET,4,Non-Preferred Brand,35%,35%,Q:90/30Days,2015-01-01T00:00:00Z
AMPHETAMINE,SALTS 5 MG TAB,4,Non-Preferred Brand,35%,35%,Q:90/30Days,2015-01-01T00:00:00Z
AMPHOTERICIN,B 50MG/10ML 10 ML IN 1 VIAL,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
AMPICILLIN,"125MG/1 10 VIAL, GLASS IN 1 PACKAGE / 1 INJECTION, POWDER, FOR SOLUTION IN 1 VIAL, GLASS",4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
AMPICILLIN,CAPSULES 250MG 100 BOT,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMPICILLIN,CAPSULES 500MG 100 BOT,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMPICILLIN,FOR INJECTION POWDER,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
AMPICILLIN,FOR ORAL SUSPENSION 125MG 100ML BOT,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMPICILLIN,FOR ORAL SUSPENSION 250MG 100ML BOT,2,Non-Preferred Generic,$2.00 ,$0.00 ,None,2015-01-01T00:00:00Z
AMPICILLIN,POWDER FOR INJECTION 1 GM/ML,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
AMPICILLIN-SULBACTAM,15 GM VIAL,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
AMPICILLIN-SULBACTAM,3 GM VIAL,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
AMPICILLIN-SULBACTAM,FOR INJECTION,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
AMPYRA,ER 10 MG TABLET,5,Specialty Tier,25%,N/A,P Q:60/30Days,2015-01-01T00:00:00Z
ANADROL-50,TABLET,5,Specialty Tier,25%,N/A,None,2015-01-01T00:00:00Z
ANAGRELIDE,HYDROCHLORIDE 0.5MG/1 100 CAPSULE BOTTLE,3,Preferred Brand,20%,17%,None,2015-01-01T00:00:00Z
ANAGRELIDE,HYDROCHLORIDE 1MG/1 100 CAPSULE BOTTLE,3,Preferred Brand,20%,17%,None,2015-01-01T00:00:00Z
ANASTROZOLE,"1MG/1 90 FILM COATED TABLETS IN BOTTLE, PLASTIC",2,Non-Preferred Generic,$2.00 ,$0.00 ,Q:30/30Days,2015-01-01T00:00:00Z
ANCOBON,250MG CAPSULE,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
ANCOBON,500MG CAPSULE,4,Non-Preferred Brand,35%,35%,None,2015-01-01T00:00:00Z
ANDROGEL,1.62% (1.25G) GEL PCKT,3,Preferred Brand,20%,17%,Q:38/30Days,2015-01-01T00:00:00Z
ANDROGEL,1.62% (2.5G) GEL PCKT,3,Preferred Brand,20%,17%,Q:150/30Days,2015-01-01T00:00:00Z
ANDROGEL,1% (50MG) GEL PACKET,3,Preferred Brand,20%,17%,Q:300/30Days,2015-01-01T00:00:00Z
ANDROGEL,"10MG/G 2 BOTTLE, PUMP IN 1 CARTON / 75 G IN 1 BOTTLE, PUMP",3,Preferred Brand,20%,17%,Q:300/30Days,2015-01-01T00:00:00Z
ANDROGEL,10MG/G 30 PACKET IN 1 CARTON / 2.5 G IN 1 PACKET,3,Preferred Brand,20%,17%,Q:300/30Days,2015-01-01T00:00:00Z
ANDROGEL,"16.2MG/G 1 BOTTLE, PUMP PER CARTON / 88 G IN 1 BOTTLE, PUMP",3,Preferred Brand,20%,17%,Q:176/30Days,2015-01-01T00:00:00Z
APOKYN,30 MG/3 ML CARTRIDGE,5,Specialty Tier,25%,N/A,Q:60/28Days,2015-01-01T00:00:00Z
