name,tier_num,tier_desc,cost_share_30_day,cost_share_90_day,management,year
RIBAVIRIN 200 MG CAPSULE,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
RIBAVIRIN 200MG TABLET 168 BOT,4,Non-Preferred Drug,48%,48%,None,2017
RIFABUTIN 150 MG CAPSULE [Mycobutin],4,Non-Preferred Drug,48%,48%,None,2017
RIFAMPIN 150MG CAPSULE (30 CT),3,Preferred Brand,$47.00 ,$117.50 ,None,2017
RIFAMPIN 300MG CAPSULE,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
Rifampin IV 600 MG Vial,4,Non-Preferred Drug,48%,48%,None,2017
RIFATER 50/300/120 TABLET,4,Non-Preferred Drug,48%,48%,None,2017
riluzole 50 mg tablet [Rilutek],3,Preferred Brand,$47.00 ,$117.50 ,None,2017
Rimantadine 100mg/1 100 TABLET BOTTLE,4,Non-Preferred Drug,48%,48%,None,2017
RINGERS 33/30/860 INJECTION,4,Non-Preferred Drug,48%,48%,None,2017
RISPERDAL CONSTA 25MG SYR,4,Non-Preferred Drug,48%,48%,Q:2/28Days,2017
RISPERDAL CONSTA 37.5MG SYR,4,Non-Preferred Drug,48%,48%,Q:2/28Days,2017
RISPERDAL CONSTA 50MG SYR,4,Non-Preferred Drug,48%,48%,Q:2/28Days,2017
RISPERDAL CONSTA FOR INJECTION 12.5MG/VIAL,4,Non-Preferred Drug,48%,48%,Q:2/28Days,2017
RISPERIDONE 0.25 MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
RISPERIDONE 0.5 MG 500 TABLET BOTTLE,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
RISPERIDONE 0.5 MG ODT,4,Non-Preferred Drug,48%,48%,None,2017
"RISPERIDONE 1 MG 7 BLISTER PACK per CARTON / 4 TABLET, ORALLY DISINTEGRATING per BLISTER PACK",4,Non-Preferred Drug,48%,48%,None,2017
RISPERIDONE 1 MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
RISPERIDONE 1 MG/ML 30 mL in 1 BOTTLE,4,Non-Preferred Drug,48%,48%,None,2017
"RISPERIDONE 2 MG 60 FILM COATED TABLETS in BOTTLE, PLASTIC",3,Preferred Brand,$47.00 ,$117.50 ,None,2017
RISPERIDONE 2 MG ODT,4,Non-Preferred Drug,48%,48%,None,2017
"RISPERIDONE 3 MG 60 FILM COATED TABLETS in BOTTLE, PLASTIC",3,Preferred Brand,$47.00 ,$117.50 ,None,2017
RISPERIDONE 4 MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
RISPERIDONE TABLET 0.25MG 4 IN 1 BLPK,4,Non-Preferred Drug,48%,48%,None,2017
RISPERIDONE TABLETS 3MG 4 IN 1 BLPK,4,Non-Preferred Drug,48%,48%,None,2017
RISPERIDONE TABLETS 4MG 4 IN 1 BLPK,4,Non-Preferred Drug,48%,48%,None,2017
RITUXAN 10MG/ML VIAL,5,Specialty Tier,33%,N/A,P,2017
RIVASTIGMINE TARTRATE 3MG CAPSULES,4,Non-Preferred Drug,48%,48%,None,2017
RIVASTIGMINE TARTRATE 4.5MG CAPSULES,4,Non-Preferred Drug,48%,48%,None,2017
RIVASTIGMINE TARTRATE 6MG CAPSULES,4,Non-Preferred Drug,48%,48%,None,2017
RIVASTIGMINE TARTRATE1.5MG CAPSULES,4,Non-Preferred Drug,48%,48%,None,2017
Rizatriptan 10 mg odt,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
Rizatriptan 10 mg tablet,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
Rizatriptan 5 mg odt,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
Rizatriptan 5 mg tablet,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
ROPINIROLE HCL 0.5MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2017
ROPINIROLE HCL TABLET 1 MG,2,Generic,$17.00 ,$42.50 ,None,2017
ROPINIROLE HCL TABLET 2 MG,2,Generic,$17.00 ,$42.50 ,None,2017
ROPINIROLE HCL TABLET 3 MG,2,Generic,$17.00 ,$42.50 ,None,2017
ROPINIROLE HCL TABLET 4 MG,2,Generic,$17.00 ,$42.50 ,None,2017
ROPINIROLE HCL TABLET 5 MG,2,Generic,$17.00 ,$42.50 ,None,2017
ROPINIROLE HYDROCLORIDE 0.25MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2017
ROSUVASTATIN CALCIUM 10 MG TABLET [Crestor],2,Generic,$17.00 ,$42.50 ,Q:30/30Days,2017
ROSUVASTATIN CALCIUM 20 MG TABLET [Crestor],2,Generic,$17.00 ,$42.50 ,Q:30/30Days,2017
Rosuvastatin calcium 40 MG  TABLET [Crestor],2,Generic,$17.00 ,$42.50 ,Q:30/30Days,2017
ROSUVASTATIN CALCIUM 5 MG TABLET [Crestor],2,Generic,$17.00 ,$42.50 ,Q:30/30Days,2017
ROTARIX VACCINE SUSPENSION,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
ROTATEQ VACCINE,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
"Roweepra 1,000 mg tablet",3,Preferred Brand,$47.00 ,$117.50 ,None,2017
Roweepra 500 mg tablet,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
Roweepra 750 mg tablet,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
RUBRACA 200 MG TABLET,5,Specialty Tier,33%,N/A,P,2017
RUBRACA 300 MG TABLET,5,Specialty Tier,33%,N/A,P,2017
RYDAPT 25 MG CAPSULE,5,Specialty Tier,33%,N/A,P,2017
SANDIMMUNE 100MG/ML TUBEX,3,Preferred Brand,$47.00 ,$117.50 ,P,2017
SANDOSTATIN LAR DEPOT 10 MG KT,5,Specialty Tier,33%,N/A,P,2017
SANDOSTATIN LAR DEPOT 20 MG KT,5,Specialty Tier,33%,N/A,P,2017
SANDOSTATIN LAR DEPOT 30 MG KT,5,Specialty Tier,33%,N/A,P,2017
SANTYL OINTMENT,4,Non-Preferred Drug,48%,48%,None,2017
SAPHRIS 10 MG TAB SL BLK CHERY,4,Non-Preferred Drug,48%,48%,Q:60/30Days,2017
SAPHRIS 2.5 MG TAB SL BLK CHRY,4,Non-Preferred Drug,48%,48%,Q:240/30Days,2017
SAPHRIS 5 MG TAB SL BLK CHERRY,4,Non-Preferred Drug,48%,48%,Q:120/30Days,2017
SELEGILINE HCL 5 MG TABLET,4,Non-Preferred Drug,48%,48%,None,2017
SELEGILINE HCL 5MG CAPSULE,4,Non-Preferred Drug,48%,48%,None,2017
SELENIUM SULFIDE 2.5mg/100mL 118 mL in 1 BOTTLE,2,Generic,$17.00 ,$42.50 ,None,2017
SELZENTRY 150mg/1 60 FILM COATED TABLETS in BOTTLE,5,Specialty Tier,33%,N/A,None,2017
SELZENTRY 25 MG TABLET,4,Non-Preferred Drug,48%,48%,None,2017
SELZENTRY 300mg/1 60 FILM COATED TABLETS in BOTTLE,5,Specialty Tier,33%,N/A,None,2017
SELZENTRY 75 MG TABLET,5,Specialty Tier,33%,N/A,None,2017
SENSIPAR 30MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,Q:120/30Days,2017
SENSIPAR 60MG TABLET,5,Specialty Tier,33%,N/A,Q:60/30Days,2017
SENSIPAR 90MG TABLET,5,Specialty Tier,33%,N/A,Q:120/30Days,2017
SEREVENT DIS AER 50MCG,3,Preferred Brand,$47.00 ,$117.50 ,Q:60/30Days,2017
SEROQUEL TABLETS EXTENDED RELEASE 150MG 100 CRTN,3,Preferred Brand,$47.00 ,$117.50 ,Q:30/30Days,2017
SEROQUEL TABLETS EXTENDED RELEASE 200MG 100 X 200 MG CRTN,3,Preferred Brand,$47.00 ,$117.50 ,Q:30/30Days,2017
SEROQUEL TABLETS EXTENDED RELEASE 400MG 100 X 400 MG CRTN,3,Preferred Brand,$47.00 ,$117.50 ,Q:60/30Days,2017
SEROQUEL TABLETS EXTENDED RELEASE 50MG 100 TABS CRTN,3,Preferred Brand,$47.00 ,$117.50 ,Q:120/30Days,2017
SEROQUEL XR 300MG TABLET 60X300MG BOT,3,Preferred Brand,$47.00 ,$117.50 ,Q:60/30Days,2017
SERTRALINE 20 MG/ML ORAL CONC,4,Non-Preferred Drug,48%,48%,None,2017
SERTRALINE HCL 100 MG TABLET,1,Preferred Generic,$3.00 ,$7.50 ,None,2017
SERTRALINE HCL 25 MG TABLET,1,Preferred Generic,$3.00 ,$7.50 ,None,2017
Sertraline hcl 50 mg tablet,1,Preferred Generic,$3.00 ,$7.50 ,None,2017
SETLAKIN 0.15 MG-0.03 MG TAB,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
SEVELAMER CARBONATE 26.7 MG/ML ORAL SUSPENSION [RENVELA],3,Preferred Brand,$47.00 ,$117.50 ,None,2017
SEVELAMER CARBONATE 40 MG/ML ORAL SUSPENSION [RENVELA],3,Preferred Brand,$47.00 ,$117.50 ,None,2017
SHAROBEL 0.35 MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
Signifor .3 mg/mL,5,Specialty Tier,33%,N/A,P,2017
Signifor .6 mg/mL,5,Specialty Tier,33%,N/A,P,2017
Signifor .9 mg/mL,5,Specialty Tier,33%,N/A,P,2017
SILDENAFIL 20 MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,P Q:90/30Days,2017
SILENOR 3 MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,Q:60/30Days,2017
SILENOR 6 MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,Q:30/30Days,2017
SILVER SULFADIAZINE 1% CRM,2,Generic,$17.00 ,$42.50 ,None,2017
SIMBRINZA 1%-0.2% EYE DROPS,4,Non-Preferred Drug,48%,48%,None,2017
SIMVASTATIN 10 MG TABLET,1,Preferred Generic,$3.00 ,$7.50 ,None,2017
SIMVASTATIN 20 MG TABLET,1,Preferred Generic,$3.00 ,$7.50 ,None,2017
SIMVASTATIN 40MG TABLET (500 CT),1,Preferred Generic,$3.00 ,$7.50 ,None,2017
SIMVASTATIN 5 MG TABLET,1,Preferred Generic,$3.00 ,$7.50 ,None,2017
SIMVASTATIN 80MG TABLET (1000 CT),1,Preferred Generic,$3.00 ,$7.50 ,Q:30/30Days,2017
Sirolimus 0.5 MG Tablet [Rapamune],4,Non-Preferred Drug,48%,48%,P,2017
SIROLIMUS 1 MG TABLET [Rapamune],4,Non-Preferred Drug,48%,48%,P,2017
SIROLIMUS 2 MG TABLET [Rapamune],5,Specialty Tier,33%,N/A,P,2017
SIRTURO 100 MG TABLET,5,Specialty Tier,33%,N/A,P,2017
SIVEXTRO 200 MG TABLET,5,Specialty Tier,33%,N/A,None,2017
SIVEXTRO 200 MG VIAL,5,Specialty Tier,33%,N/A,None,2017
SODIUM CHLORIDE 0.45% TUBEX,4,Non-Preferred Drug,48%,48%,None,2017
Sodium Chloride 3g/100mL,4,Non-Preferred Drug,48%,48%,None,2017
"Sodium Chloride 900mg/100mL 9 BOTTLE, PLASTIC in 1 CASE / 1500 mL in 1 BOTTLE, PLASTIC",2,Generic,$17.00 ,$42.50 ,None,2017
Sodium Chloride 9g/1000mL 4 BAG in 1 PACKAGE / 100 mL in 1 BAG,4,Non-Preferred Drug,48%,48%,None,2017
SODIUM CHLORIDE INJECTION USP 5%,4,Non-Preferred Drug,48%,48%,None,2017
SODIUM CL 2.5 MEQ/ML VIAL,4,Non-Preferred Drug,48%,48%,None,2017
SODIUM PHENYLBUTYRATE POWDER,5,Specialty Tier,33%,N/A,P,2017
sodium polystyrene sulf pwd,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
SOLTAMOX 10 MG/5 ML SOLN,4,Non-Preferred Drug,48%,48%,None,2017
SOLU CORTEF 250MG/VIAL INJECTION,4,Non-Preferred Drug,48%,48%,None,2017
SOMATULINE DEPOT 120 MG/0.5 ML,5,Specialty Tier,33%,N/A,P,2017
SOMATULINE DEPOT 60 MG/0.2 ML,5,Specialty Tier,33%,N/A,P,2017
SOMATULINE DEPOT 90 MG/0.3 ML,5,Specialty Tier,33%,N/A,P,2017
SOMAVERT 10 MG VIAL,5,Specialty Tier,33%,N/A,P,2017
SOMAVERT 15 MG VIAL,5,Specialty Tier,33%,N/A,P,2017
SOMAVERT 20 MG VIAL,5,Specialty Tier,33%,N/A,P,2017
SOMAVERT 25 MG VIAL,5,Specialty Tier,33%,N/A,P,2017
SOMAVERT 30 MG VIAL,5,Specialty Tier,33%,N/A,P,2017
SORINE SOLTALOL HCL TABLETS 240MG 100 BOXUD,2,Generic,$17.00 ,$42.50 ,None,2017
SORINE SOTALOL HCL TABLETS 120MG 100 BOXUD,2,Generic,$17.00 ,$42.50 ,None,2017
SORINE SOTALOL HCL TABLETS 160MG 100 BOXUD,2,Generic,$17.00 ,$42.50 ,None,2017
SORINE SOTALOL HCL TABLETS 80MG 100 BOXUD,2,Generic,$17.00 ,$42.50 ,None,2017
SOTALOL HCL TABLET 240MG,2,Generic,$17.00 ,$42.50 ,None,2017
"Sotalol Hydrochloride 120mg/1 100 TABLET BOTTLE, PLASTIC",3,Preferred Brand,$47.00 ,$117.50 ,None,2017
sotalol hydrochloride 160mg/1 100 TABLET BOTTLE,2,Generic,$17.00 ,$42.50 ,None,2017
"Sotalol Hydrochloride 80mg/1 100 TABLET BOTTLE, PLASTIC",2,Generic,$17.00 ,$42.50 ,None,2017
SOVALDI 400 MG TABLET,5,Specialty Tier,33%,N/A,P,2017
SPIRONOLACTONE 100MG TABLET,1,Preferred Generic,$3.00 ,$7.50 ,None,2017
SPIRONOLACTONE 25MG TABLET (100 CT),1,Preferred Generic,$3.00 ,$7.50 ,None,2017
SPIRONOLACTONE 50MG TABLET (100 CT),1,Preferred Generic,$3.00 ,$7.50 ,None,2017
SPIRONOLACTONE/HCTZ TABLET 25-25MG (500 CT),3,Preferred Brand,$47.00 ,$117.50 ,None,2017
SPRINTEC 0.25-0.035 TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
"SPRITAM 1,000 MG TABLET",4,Non-Preferred Drug,48%,48%,None,2017
SPRITAM 250 MG TABLET,4,Non-Preferred Drug,48%,48%,None,2017
SPRITAM 500 MG TABLET,4,Non-Preferred Drug,48%,48%,None,2017
SPRITAM 750 MG TABLET,4,Non-Preferred Drug,48%,48%,None,2017
SPRYCEL 100mg/1 1 BOTTLE per CARTON / 30 TABLET BOTTLE,5,Specialty Tier,33%,N/A,P,2017
SPRYCEL 140mg/1 1 BOTTLE per CARTON / 30 TABLET BOTTLE,5,Specialty Tier,33%,N/A,P,2017
SPRYCEL 20MG TABLET,5,Specialty Tier,33%,N/A,P,2017
SPRYCEL 50MG TABLET,5,Specialty Tier,33%,N/A,P,2017
SPRYCEL 70MG TABLET,5,Specialty Tier,33%,N/A,P,2017
SPRYCEL 80mg/1 1 BOTTLE per CARTON / 30 TABLET BOTTLE,5,Specialty Tier,33%,N/A,P,2017
SPS 15 GM/60 ML SUSPENSION,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
SRONYX 0.10-0.02 MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
SSD Cream 10g/1000g 85 g in 1 TUBE,2,Generic,$17.00 ,$42.50 ,None,2017
STAVUDINE CAPSULES 15MG 60 BOT,4,Non-Preferred Drug,48%,48%,None,2017
STAVUDINE CAPSULES 20MG 60 BOT,4,Non-Preferred Drug,48%,48%,None,2017
STAVUDINE CAPSULES 30MG 60 BOT,4,Non-Preferred Drug,48%,48%,None,2017
STAVUDINE CAPSULES 40MG 60 BOT,4,Non-Preferred Drug,48%,48%,None,2017
STERILE WATER FOR IRRIGATION,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
"Stimate 1.5mg/mL 1 BOTTLE, SPRAY per CARTON / 2.5 mL in 1 BOTTLE, SPRAY",4,Non-Preferred Drug,48%,48%,None,2017
STIVARGA 40 MG TABLET,5,Specialty Tier,33%,N/A,P,2017
STRATTERA 100MG CAPSULE,4,Non-Preferred Drug,48%,48%,Q:30/30Days,2017
STRATTERA 10MG CAPSULE,4,Non-Preferred Drug,48%,48%,Q:120/30Days,2017
STRATTERA 18MG CAPSULE,4,Non-Preferred Drug,48%,48%,Q:120/30Days,2017
STRATTERA 25MG CAPSULE,4,Non-Preferred Drug,48%,48%,Q:120/30Days,2017
STRATTERA 40MG CAPSULE,4,Non-Preferred Drug,48%,48%,Q:60/30Days,2017
STRATTERA 60MG CAPSULE,4,Non-Preferred Drug,48%,48%,Q:30/30Days,2017
STRATTERA 80MG CAPSULE,4,Non-Preferred Drug,48%,48%,Q:30/30Days,2017
STREPTOMYCIN FOR INJECTION 1GM/VIL,4,Non-Preferred Drug,48%,48%,None,2017
STRIBILD TABLET,5,Specialty Tier,33%,N/A,None,2017
SUBOXONE 12 MG-3 MG SL FILM,4,Non-Preferred Drug,48%,48%,P Q:60/30Days,2017
"Suboxone 2; 0.5mg/1; mg/1 30 POUCH per CARTON / 1 FILM, SOLUBLE in 1 POUCH",4,Non-Preferred Drug,48%,48%,P Q:120/30Days,2017
SUBOXONE 4 MG-1 MG SL FILM,4,Non-Preferred Drug,48%,48%,P Q:120/30Days,2017
"Suboxone 8; 2mg/1; mg/1 30 POUCH per CARTON / 1 FILM, SOLUBLE in 1 POUCH",4,Non-Preferred Drug,48%,48%,P Q:120/30Days,2017
SUCRAID 8500[iU]/mL,5,Specialty Tier,33%,N/A,None,2017
SUCRALFATE 1GM TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
SULF-PRED 10-0.23% EYE DROPS,2,Generic,$17.00 ,$42.50 ,None,2017
SULFACETAMIDE 10% EYE OINTMENT,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
Sulfacetamide Sodium 100mg/mL 118 mL in 1 BOTTLE,4,Non-Preferred Drug,48%,48%,None,2017
SULFACETAMIDE SODIUM OPHTHALMIC SOLUTION USP 10% 15 ML BOT,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
Sulfadiazine 500mg/1 100 TABLET BOTTLE,4,Non-Preferred Drug,48%,48%,None,2017
Sulfamethoxazole and Trimethoprim 200; 40mg/5mL; mg/5mL,4,Non-Preferred Drug,48%,48%,None,2017
Sulfamethoxazole and Trimethoprim 800; 160mg/1; mg/1 100 TABLET BOTTLE,2,Generic,$17.00 ,$42.50 ,None,2017
SULFAMETHOXAZOLE W/TMP VIAL 80MG-16ML 10 X 10ML VIAL,4,Non-Preferred Drug,48%,48%,None,2017
SULFAMETHOXAZOLE-TMP SS TABLET,2,Generic,$17.00 ,$42.50 ,None,2017
SULFAMYLON 50G PACKET,5,Specialty Tier,33%,N/A,None,2017
SULFAMYLON CREAM 85GM 4 OZ TUBE,4,Non-Preferred Drug,48%,48%,None,2017
SULFASALAZINE 500MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
SULFASALAZINE DR 500 MG TAB,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
SULINDAC 150MG TABLET (100 CT),2,Generic,$17.00 ,$42.50 ,None,2017
SULINDAC 200MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2017
Sumatriptan 20 MG/ACTUAT Nasal Spray,4,Non-Preferred Drug,48%,48%,None,2017
SUMATRIPTAN 4 MG/0.5 ML CART,4,Non-Preferred Drug,48%,48%,None,2017
Sumatriptan 4 mg/0.5 ml inject,4,Non-Preferred Drug,48%,48%,None,2017
Sumatriptan 5 MG/ACTUAT Nasal Spray,4,Non-Preferred Drug,48%,48%,None,2017
SUMATRIPTAN 6 MG/0.5 ML INJECT,4,Non-Preferred Drug,48%,48%,None,2017
SUMATRIPTAN 6 MG/0.5 ML REFILL,4,Non-Preferred Drug,48%,48%,None,2017
SUMATRIPTAN 6 MG/0.5 ML SYRNG,4,Non-Preferred Drug,48%,48%,None,2017
Sumatriptan 6 mg/0.5 ml vial,4,Non-Preferred Drug,48%,48%,None,2017
Sumatriptan Succinate 25mg/1 9 BLISTER PACK per CARTON / 9 TABLET per BLISTER PACK,2,Generic,$17.00 ,$42.50 ,None,2017
Sumatriptan Succinate 50 MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2017
SUMATRIPTAN SUCCINATE TABLETS 100MG 9 BOXUD,2,Generic,$17.00 ,$42.50 ,None,2017
SUPRAX 100 MG TABLET CHEWABLE,4,Non-Preferred Drug,48%,48%,None,2017
SUPRAX 200 MG TABLET CHEWABLE,4,Non-Preferred Drug,48%,48%,None,2017
SUPRAX 400 MG CAPSULE,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
SUPRAX 500 MG/5 ML SUSPENSION,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
"SUPREP bowel prep 1.6; 3.13; 17.5g/mL; g/mL; g/mL 2 BOTTLE, PLASTIC per CARTON / 177.4 mL in 1 BOT",4,Non-Preferred Drug,48%,48%,None,2017
SUSTIVA 200MG CAPSULE,5,Specialty Tier,33%,N/A,None,2017
SUSTIVA 50MG CAPSULE,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
SUSTIVA 600MG TABLET,5,Specialty Tier,33%,N/A,None,2017
SUTENT 12.5MG CAPSULE,5,Specialty Tier,33%,N/A,P,2017
SUTENT 25mg/1 28 CAPSULE BOTTLE,5,Specialty Tier,33%,N/A,P,2017
SUTENT 37.5 MG CAPSULE,5,Specialty Tier,33%,N/A,P,2017
SUTENT 50MG CAPSULE,5,Specialty Tier,33%,N/A,P,2017
SYLATRON 200 MCG KIT,5,Specialty Tier,33%,N/A,P,2017
SYLATRON 300 MCG KIT,5,Specialty Tier,33%,N/A,P,2017
SYLATRON 600 MCG KIT,5,Specialty Tier,33%,N/A,P,2017
SYMBICORT 160-4.5MCG HFA AEROSOL WITH ADAPTER,3,Preferred Brand,$47.00 ,$117.50 ,Q:10/30Days,2017
SYMBICORT 80; 4.5ug/1; ug/1 1 POUCH in 1 CARTON / 1 CANISTER in 1 POUCH / 120 AEROSOL in 1 CANISTER,3,Preferred Brand,$47.00 ,$117.50 ,Q:10/30Days,2017
SYMLINPEN 120 PEN INJECTOR,5,Specialty Tier,33%,N/A,P Q:11/30Days,2017
SYMLINPEN 60 PEN INJECTOR,5,Specialty Tier,33%,N/A,P Q:12/30Days,2017
SYNAGIS 50MG/0.5ML VIAL,5,Specialty Tier,33%,N/A,None,2017
SYNAREL 2MG/ML NASAL SPRAY,5,Specialty Tier,33%,N/A,None,2017
SYNERCID 500MG VIAL,5,Specialty Tier,33%,N/A,None,2017
SYNRIBO 3.5 MG/ML VIAL,5,Specialty Tier,33%,N/A,P,2017
SYNTHROID 100MCG TABLET,4,Non-Preferred Drug,48%,48%,None,2017
SYNTHROID 112 MCG TABLET,4,Non-Preferred Drug,48%,48%,None,2017
SYNTHROID 125MCG TABLET,4,Non-Preferred Drug,48%,48%,None,2017
Synthroid 137ug/1 90 TABLET BOTTLE,4,Non-Preferred Drug,48%,48%,None,2017
SYNTHROID 150MCG TABLET,4,Non-Preferred Drug,48%,48%,None,2017
SYNTHROID 175MCG TABLET,4,Non-Preferred Drug,48%,48%,None,2017
SYNTHROID 200MCG TABLET,4,Non-Preferred Drug,48%,48%,None,2017
SYNTHROID 25MCG TABLET,4,Non-Preferred Drug,48%,48%,None,2017
SYNTHROID 300MCG TABLET,4,Non-Preferred Drug,48%,48%,None,2017
SYNTHROID 50MCG TABLET,4,Non-Preferred Drug,48%,48%,None,2017
SYNTHROID 75MCG TABLET,4,Non-Preferred Drug,48%,48%,None,2017
SYNTHROID 88 MCG TABLET,4,Non-Preferred Drug,48%,48%,None,2017
SYPRINE 250 MG CAPSULE,5,Specialty Tier,33%,N/A,None,2017
TABLOID 40 MG TABLET,4,Non-Preferred Drug,48%,48%,None,2017
Tacrolimus 0.03% ointment,4,Non-Preferred Drug,48%,48%,None,2017
Tacrolimus 0.1% ointment,4,Non-Preferred Drug,48%,48%,None,2017
Tacrolimus 0.5mg/1 100 CAPSULE BOTTLE,4,Non-Preferred Drug,48%,48%,P,2017
Tacrolimus 1mg/1 100 CAPSULE BOTTLE,4,Non-Preferred Drug,48%,48%,P,2017
Tacrolimus 5mg/1 100 CAPSULE BOTTLE,4,Non-Preferred Drug,48%,48%,P,2017
TAFINLAR 50 MG CAPSULE,5,Specialty Tier,33%,N/A,P,2017
TAFINLAR 75 MG CAPSULE,5,Specialty Tier,33%,N/A,P,2017
TAGRISSO 40 MG TABLET,5,Specialty Tier,33%,N/A,P,2017
TAGRISSO 80 MG TABLET,5,Specialty Tier,33%,N/A,P,2017
TAMIFLU 6 MG/ML SUSPENSION,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
TAMOXIFEN 10 MG TABLET,1,Preferred Generic,$3.00 ,$7.50 ,None,2017
TAMOXIFEN CITRATE 20MG TABLET (30 CT),1,Preferred Generic,$3.00 ,$7.50 ,None,2017
TAMSULOSIN HCL 0.4 MG CAPSULE,2,Generic,$17.00 ,$42.50 ,None,2017
TARCEVA 100MG TABLET,5,Specialty Tier,33%,N/A,P,2017
TARCEVA 150MG TABLET,5,Specialty Tier,33%,N/A,P,2017
TARCEVA 25MG TABLET,5,Specialty Tier,33%,N/A,P,2017
TARGRETIN 1% GEL,5,Specialty Tier,33%,N/A,P,2017
Tarina Fe 1-20 tablet,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
Tasigna 150mg/1 4 BLISTER PACK per CARTON / 28 CAPSULE per BLISTER PACK,5,Specialty Tier,33%,N/A,P,2017
TASIGNA 200MG CAPSULE 28 BLPK,5,Specialty Tier,33%,N/A,P,2017
"TAXOTERE 80mg/4mL 1 VIAL, GLASS per CARTON / 4 mL in 1 VIAL, GLASS",5,Specialty Tier,33%,N/A,P,2017
Tazarotene 0.1% Cream [Tazorac],4,Non-Preferred Drug,48%,48%,P,2017
TAZICEF 1GM VIAL,4,Non-Preferred Drug,48%,48%,None,2017
TAZICEF 2 GRAM VIAL,4,Non-Preferred Drug,48%,48%,None,2017
TAZICEF 6 GRAM VIAL,4,Non-Preferred Drug,48%,48%,None,2017
TAZORAC 0.05% CREAM,4,Non-Preferred Drug,48%,48%,P,2017
TAZORAC 0.1% CREAM,4,Non-Preferred Drug,48%,48%,P,2017
TAZTIA DILTIAZEM HYDROCHLORIDE 120MG EXTENDED RELEASE CAPSULES,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
TAZTIA DILTIAZEM HYDROCHLORIDE 180MG EXTENDED RELEASE CAPSULES,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
TAZTIA DILTIAZEM HYDROCHLORIDE 300MG EXTENDED RELEASE CAPSULES,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
TAZTIA XT 240MG CAPSULE SA,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
TAZTIA XT 360MG CAPSULE SA,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
"TECENTRIQ 1,200 MG/20 ML VIAL",5,Specialty Tier,33%,N/A,P,2017
"Teflaro 400mg/20mL 10 VIAL, SINGLE-DOSE per CARTON / 20 mL in 1 VIAL, SINGLE-DOSE",5,Specialty Tier,33%,N/A,None,2017
"Teflaro 600mg/20mL 10 VIAL, SINGLE-DOSE per CARTON / 20 mL in 1 VIAL, SINGLE-DOSE",5,Specialty Tier,33%,N/A,None,2017
TEGRETOL SUSPENSION 100MG/5ML 450 ML BOT,4,Non-Preferred Drug,48%,48%,None,2017
TEGRETOL TABLETS 200MG 100 BOT,4,Non-Preferred Drug,48%,48%,None,2017
TEGRETOL XR TABLETS 100MG 100 BOT,4,Non-Preferred Drug,48%,48%,None,2017
TEGRETOL XR TABLETS 200MG 100 BOT,4,Non-Preferred Drug,48%,48%,None,2017
TEGRETOL XR TABLETS 400MG 100 BOT,4,Non-Preferred Drug,48%,48%,None,2017
