name,tier_num,tier_desc,cost_30,cost_90,management,year
JUNEL 1-0.02MG TABLET,4,Non-Preferred Brand,35%,35%,None,2015
JUNEL 1.5-0.03MG TABLET,4,Non-Preferred Brand,35%,35%,None,2015
JUNEL FE 1-0.02MG TABLET,4,Non-Preferred Brand,35%,35%,None,2015
JUNEL FE 1.5-0.03MG TABLET,4,Non-Preferred Brand,35%,35%,None,2015
KADCYLA 100 MG VIAL,5,Specialty Tier,25%,N/A,P,2015
Kaletra 100; 25mg/1; mg/1 60 FILM COATED TABLETS in BOTTLE,4,Non-Preferred Brand,35%,35%,Q:300/30Days,2015
KALETRA 50-200MG TABLET,5,Specialty Tier,25%,N/A,Q:150/30Days,2015
KALETRA 80MG/20MG ORAL SOLUTION,5,Specialty Tier,25%,N/A,None,2015
KALYDECO 150 MG TABLET,5,Specialty Tier,25%,N/A,P Q:60/30Days,2015
KALYDECO 50 MG GRANULES PACKET,5,Specialty Tier,25%,N/A,P Q:56/28Days,2015
KALYDECO 75 MG GRANULES PACKET,5,Specialty Tier,25%,N/A,P Q:56/28Days,2015
KARIVA 21-5 TABLET,4,Non-Preferred Brand,35%,35%,None,2015
"Kcl 20 meq-ns 1,000 ml iv soln",2,Non-Preferred Generic,$2.00,$0.00,None,2015
Kcl 40 meq in d5w solution,2,Non-Preferred Generic,$2.00,$0.00,None,2015
KELNOR 1-35 1-0.035MG TABLET,4,Non-Preferred Brand,35%,35%,None,2015
Kenalog 0.147mg/g 63 g in 1 CAN,4,Non-Preferred Brand,35%,35%,None,2015
KENALOG-40 40 MG/ML VIAL,4,Non-Preferred Brand,35%,35%,None,2015
KEPIVANCE 6.25 MG VIAL,5,Specialty Tier,25%,N/A,None,2015
Ketek 300mg/1 20 FILM COATED TABLETS in BOTTLE,4,Non-Preferred Brand,35%,35%,None,2015
KETEK 400MG TABLET,4,Non-Preferred Brand,35%,35%,None,2015
KETOCONAZOLE 2% CREAM,2,Non-Preferred Generic,$2.00,$0.00,None,2015
Ketoconazole 200mg 100 TABLET BOTTLE,2,Non-Preferred Generic,$2.00,$0.00,None,2015
KETOCONAZOLE SHAMPOO,2,Non-Preferred Generic,$2.00,$0.00,None,2015
KETOPROFEN 200MG CAPSULE 24HR SR PELLETS,4,Non-Preferred Brand,35%,35%,None,2015
KETOPROFEN 50MG CAPSULE,2,Non-Preferred Generic,$2.00,$0.00,None,2015
KETOPROFEN 75MG CAPSULE,2,Non-Preferred Generic,$2.00,$0.00,None,2015
KETOROLAC 0.4% OPHTH SOLUTION,2,Non-Preferred Generic,$2.00,$0.00,None,2015
Ketorolac Tromethamine 5mg/mL 10 mL in 1 BOTTLE,2,Non-Preferred Generic,$2.00,$0.00,None,2015
KEYTRUDA 50 MG VIAL,5,Specialty Tier,25%,N/A,P Q:10/21Days,2015
KIONEX POW USP,3,Preferred Brand,20%,17%,None,2015
Klor-Con 10 MEQ Tablet,2,Non-Preferred Generic,$2.00,$0.00,None,2015
Klor-Con 8 MEQ Tablet,2,Non-Preferred Generic,$2.00,$0.00,None,2015
Klor-Con M15 Tablet,2,Non-Preferred Generic,$2.00,$0.00,None,2015
Klor-Con M20 Tablet,2,Non-Preferred Generic,$2.00,$0.00,None,2015
"KOMBIGLYZE XR 2.5-1,000 MG TAB",4,Non-Preferred Brand,35%,35%,Q:60/30Days,2015
"KOMBIGLYZE XR 5-1,000 MG TAB",4,Non-Preferred Brand,35%,35%,Q:30/30Days,2015
KOMBIGLYZE XR 5-500 MG TABLET,4,Non-Preferred Brand,35%,35%,Q:30/30Days,2015
KORLYM 300 MG TABLET,5,Specialty Tier,25%,N/A,P Q:120/30Days,2015
KUVAN 100MG TABLET SOLUBLE,5,Specialty Tier,25%,N/A,P,2015
KUVAN 500 MG POWDER PACKET,5,Specialty Tier,25%,N/A,P,2015
LABETALOL HCL 100MG TABLET,2,Non-Preferred Generic,$2.00,$0.00,None,2015
LABETALOL HCL 200MG TABLET,2,Non-Preferred Generic,$2.00,$0.00,None,2015
LABETALOL HCL 300MG TABLET,2,Non-Preferred Generic,$2.00,$0.00,None,2015
LABETALOL HCL 5MG/20ML VIAL,2,Non-Preferred Generic,$2.00,$0.00,None,2015
LACRISERT 5 MG EYE INSERT,4,Non-Preferred Brand,35%,35%,None,2015
LACTATED RINGERS INJECTION,2,Non-Preferred Generic,$2.00,$0.00,None,2015
LACTATED RINGERS IRRIGATION 4 CONTAINER in 1 CASE / 40,2,Non-Preferred Generic,$2.00,$0.00,None,2015
LACTULOSE SOLUTION ORAL 10GM/15ML 946ML BOT,1,Preferred Generic,$1.00,$0.00,None,2015
LAMICTAL 25MG TABLET STARTER KIT,4,Non-Preferred Brand,35%,35%,None,2015
LAMICTAL 25MG/100MG TABLET STARTER KIT,4,Non-Preferred Brand,35%,35%,None,2015
LAMICTAL KIT 100;25MG;MG,4,Non-Preferred Brand,35%,35%,None,2015
"LAMICTAL ODT 100mg/1 30 TABLET, ORALLY DISINTEGRATING in 1 DOSE PACK",4,Non-Preferred Brand,35%,35%,None,2015
"LAMICTAL ODT 200mg/1 30 TABLET, ORALLY DISINTEGRATING in 1 DOSE PACK",4,Non-Preferred Brand,35%,35%,None,2015
"LAMICTAL ODT 25mg/1 30 TABLET, ORALLY DISINTEGRATING in 1 DOSE PACK",4,Non-Preferred Brand,35%,35%,None,2015
"LAMICTAL ODT 50mg/1 30 TABLET, ORALLY DISINTEGRATING in 1 DOSE PACK",4,Non-Preferred Brand,35%,35%,None,2015
LAMICTAL XR START KIT (BLUE),4,Non-Preferred Brand,35%,35%,None,2015
LAMICTAL XR START KIT (GREEN),4,Non-Preferred Brand,35%,35%,None,2015
LAMICTAL XR START KIT (ORANGE),4,Non-Preferred Brand,35%,35%,None,2015
Lamivudine 10 mg/ml oral soln,4,Non-Preferred Brand,35%,35%,Q:960/30Days,2015
LAMIVUDINE 150 MG TABLET,4,Non-Preferred Brand,35%,35%,Q:60/30Days,2015
LAMIVUDINE 300 MG TABLET,4,Non-Preferred Brand,35%,35%,Q:30/30Days,2015
Lamivudine hbv 100 mg tablet,4,Non-Preferred Brand,35%,35%,None,2015
LAMIVUDINE-ZIDOVUDINE TABLET,4,Non-Preferred Brand,35%,35%,Q:60/30Days,2015
LAMOTRIGINE 150MG TABLET (60 CT),2,Non-Preferred Generic,$2.00,$0.00,None,2015
LAMOTRIGINE 200MG TABLET (60 CT),2,Non-Preferred Generic,$2.00,$0.00,None,2015
LAMOTRIGINE 25MG TABLET (100 CT),2,Non-Preferred Generic,$2.00,$0.00,None,2015
LAMOTRIGINE 25MG TABLET DISPERSIBLE,2,Non-Preferred Generic,$2.00,$0.00,None,2015
LAMOTRIGINE 5MG TABLET DISPERSIBLE,2,Non-Preferred Generic,$2.00,$0.00,None,2015
LAMOTRIGINE ER 100 MG TABLET,4,Non-Preferred Brand,35%,35%,None,2015
lamotrigine er 200 mg tablet,4,Non-Preferred Brand,35%,35%,None,2015
lamotrigine er 25 mg tablet,4,Non-Preferred Brand,35%,35%,None,2015
lamotrigine er 250 mg tablet,4,Non-Preferred Brand,35%,35%,None,2015
lamotrigine er 300 mg tablet,4,Non-Preferred Brand,35%,35%,None,2015
lamotrigine er 50 mg tablet,4,Non-Preferred Brand,35%,35%,None,2015
Lamotrigine ODT 100 MG Tablet,4,Non-Preferred Brand,35%,35%,None,2015
Lamotrigine ODT 200 MG Tablet,4,Non-Preferred Brand,35%,35%,None,2015
Lamotrigine ODT 25 MG Tablet,4,Non-Preferred Brand,35%,35%,None,2015
Lamotrigine ODT 50 MG Tablet,4,Non-Preferred Brand,35%,35%,None,2015
LAMOTRIGINE TABLET 100MG (100 CT),2,Non-Preferred Generic,$2.00,$0.00,None,2015
LANOXIN 0.25 MG/ML AMPUL,4,Non-Preferred Brand,35%,35%,P,2015
LANOXIN 125 MCG TABLET,4,Non-Preferred Brand,35%,35%,Q:30/30Days,2015
LANOXIN 187.5 MCG TABLET,4,Non-Preferred Brand,35%,35%,P Q:30/30Days,2015
LANOXIN 250 MCG TABLET,4,Non-Preferred Brand,35%,35%,P,2015
LANOXIN 62.5 MCG TABLET,4,Non-Preferred Brand,35%,35%,Q:30/30Days,2015
LANREOTIDE 240 MG/ML PREFILLED SYRINGE [SOMATULINE],5,Specialty Tier,25%,N/A,P Q:1/28Days,2015
"Lansoprazole 15mg/1 30 CAPSULE, DELAYED RELEASE PELLETS in 1 BOTTLE, PLASTIC",3,Preferred Brand,20%,17%,Q:60/30Days,2015
"Lansoprazole 30mg/1 30 CAPSULE, DELAYED RELEASE in 1 BOTTLE",3,Preferred Brand,20%,17%,Q:30/30Days,2015
LANTUS 100U/ML VIAL,3,Preferred Brand,20%,17%,None,2015
LANTUS SOLOSTAR INJECTION,3,Preferred Brand,20%,17%,None,2015
LARIN 1.5 MG-30 MCG TABLET,4,Non-Preferred Brand,35%,35%,None,2015
LARIN 21 1-20 tablet,4,Non-Preferred Brand,35%,35%,None,2015
LARIN FE 1-20 TABLET,4,Non-Preferred Brand,35%,35%,None,2015
LARIN FE 1.5-30 TABLET,4,Non-Preferred Brand,35%,35%,None,2015
LATANOPROST 0.005% EYE DROPS,2,Non-Preferred Generic,$2.00,$0.00,Q:3/25Days,2015
LATUDA 120 MG TABLET,4,Non-Preferred Brand,35%,35%,P Q:30/30Days,2015
LATUDA 20 MG TABLET,4,Non-Preferred Brand,35%,35%,P Q:30/30Days,2015
Latuda 40mg/1,4,Non-Preferred Brand,35%,35%,P Q:30/30Days,2015
LATUDA 60 MG TABLET,4,Non-Preferred Brand,35%,35%,P Q:30/30Days,2015
Latuda 80mg/1,4,Non-Preferred Brand,35%,35%,P Q:60/30Days,2015
LAZANDA 100 MCG NASAL SPRAY,5,Specialty Tier,25%,N/A,P Q:30/30Days,2015
LAZANDA 400 MCG NASAL SPRAY,5,Specialty Tier,25%,N/A,P Q:30/30Days,2015
LEFLUNOMIDE 10MG TABLET,2,Non-Preferred Generic,$2.00,$0.00,Q:30/30Days,2015
LEFLUNOMIDE 20 MG TABLET,2,Non-Preferred Generic,$2.00,$0.00,Q:30/30Days,2015
LENVIMA 10 MG DAILY DOSE,5,Specialty Tier,25%,N/A,P Q:30/30Days,2015
LENVIMA 14 MG DAILY DOSE,5,Specialty Tier,25%,N/A,P Q:60/30Days,2015
LENVIMA 20 MG DAILY DOSE,5,Specialty Tier,25%,N/A,P Q:60/30Days,2015
LENVIMA 24 MG DAILY DOSE,5,Specialty Tier,25%,N/A,P Q:90/30Days,2015
Lessina 3 POUCH per CARTON / 1 BLISTER PACK in 1 POUCH / 1 KIT per BLISTER PACK,4,Non-Preferred Brand,35%,35%,None,2015
LETAIRIS 10MG TABLET,5,Specialty Tier,25%,N/A,P Q:30/30Days,2015
LETAIRIS 5MG TABLET,5,Specialty Tier,25%,N/A,P Q:30/30Days,2015
LETROZOLE 2.5mg/1,2,Non-Preferred Generic,$2.00,$0.00,Q:30/30Days,2015
LEUCOVORIN CALCIUM 100MG VL,3,Preferred Brand,20%,17%,None,2015
LEUCOVORIN CALCIUM 10MG TABLET,3,Preferred Brand,20%,17%,None,2015
Leucovorin Calcium 15mg/1 24 TABLET BOTTLE,3,Preferred Brand,20%,17%,None,2015
LEUCOVORIN CALCIUM 25MG TABLET,3,Preferred Brand,20%,17%,None,2015
LEUCOVORIN CALCIUM 350MG VL,3,Preferred Brand,20%,17%,None,2015
LEUCOVORIN CALCIUM 5MG TABLET,3,Preferred Brand,20%,17%,None,2015
LEUKERAN 2 MG TABLET,4,Non-Preferred Brand,35%,35%,None,2015
LEUKINE 250 MCG VIAL,5,Specialty Tier,25%,N/A,P,2015
Leuprolide 2wk 1 mg/0.2 ml kit,3,Preferred Brand,20%,17%,P Q:3/14Days,2015
LEVEMIR 100UNITS/ML VIAL,3,Preferred Brand,20%,17%,None,2015
LEVEMIR FLEXTOUCH 100 UNITS/ML,3,Preferred Brand,20%,17%,None,2015
"Levetiracetam 100mg/mL 473 mL in 1 BOTTLE, PLASTIC",3,Preferred Brand,20%,17%,None,2015
LEVETIRACETAM 100MG/ML INJECTION,4,Non-Preferred Brand,35%,35%,None,2015
LEVETIRACETAM 500 MG TABLET 120 BOT,2,Non-Preferred Generic,$2.00,$0.00,None,2015
"Levetiracetam 500mg/1 60 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE, PLASTIC",2,Non-Preferred Generic,$2.00,$0.00,None,2015
LEVETIRACETAM ER 750 MG TABLET,2,Non-Preferred Generic,$2.00,$0.00,None,2015
LEVETIRACETAM TABLETS 1000MG 60 BOT,2,Non-Preferred Generic,$2.00,$0.00,None,2015
LEVETIRACETAM TABLETS 250MG 500 BOT,2,Non-Preferred Generic,$2.00,$0.00,None,2015
LEVETIRACETAM TABLETS 750MG 500 BOT,2,Non-Preferred Generic,$2.00,$0.00,None,2015
LEVOBUNOLOL HYDROCHLORIDE OPHTHALMIC SOLUTION,1,Preferred Generic,$1.00,$0.00,None,2015
LEVOCARNITINE 100MG/ML SOLUTION ORAL,3,Preferred Brand,20%,17%,None,2015
LEVOCARNITINE 200MG/ML VIAL,3,Preferred Brand,20%,17%,None,2015
LEVOCARNITINE TABLET 330MG 90 BLPK,3,Preferred Brand,20%,17%,None,2015
LEVOCETIRIZINE 5 MG TABLET,2,Non-Preferred Generic,$2.00,$0.00,Q:30/30Days,2015
Levofloxacin 250mg/1 [LEVAQUIN],2,Non-Preferred Generic,$2.00,$0.00,None,2015
Levofloxacin 25mg/mL 1 BOTTLE per CARTON / 100 mL in 1 BOTTLE [LEVAQUIN],3,Preferred Brand,20%,17%,None,2015
LEVOFLOXACIN 500 MG/20 ML VIAL [LEVAQUIN],4,Non-Preferred Brand,35%,35%,None,2015
Levofloxacin 500mg/1 [LEVAQUIN],2,Non-Preferred Generic,$2.00,$0.00,None,2015
"Levofloxacin 5mg/mL 1 BOTTLE, DROPPER per CARTON / 5 mL in 1 BOTTLE, DROPPER [LEVAQUIN]",3,Preferred Brand,20%,17%,None,2015
Levofloxacin 5mg/mL 24 POUCH per CARTON / 1 BAG in 1 POUCH / 100 mL in 1 BAG [LEVAQUIN],4,Non-Preferred Brand,35%,35%,None,2015
Levofloxacin 750mg/1 [LEVAQUIN],2,Non-Preferred Generic,$2.00,$0.00,None,2015
LEVOLEUCOVORIN 175 MG/17.5 ML [Fusilev],5,Specialty Tier,25%,N/A,P,2015
LEVONEST-28 TABLET,4,Non-Preferred Brand,35%,35%,None,2015
LEVONOR-ETH ESTRAD 0.1-0.02 MG,4,Non-Preferred Brand,35%,35%,None,2015
levonor-eth estrad 0.15-0.03,4,Non-Preferred Brand,35%,35%,Q:91/90Days,2015
LEVORA-28 TABLET 0.15/30,4,Non-Preferred Brand,35%,35%,None,2015
LEVORPHANOL TARTRATE 2mg 100 TABLET BOTTLE,4,Non-Preferred Brand,35%,35%,Q:240/30Days,2015
"Levothyroxine Sodium 100ug/1 100 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC / 100 TABLET BOTTLE, PLA",1,Preferred Generic,$1.00,$0.00,None,2015
"Levothyroxine Sodium 112ug/1 100 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC / 100 TABLET BOTTLE, PLA",1,Preferred Generic,$1.00,$0.00,None,2015
"Levothyroxine Sodium 125ug/1 100 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC / 100 TABLET BOTTLE, PLA",1,Preferred Generic,$1.00,$0.00,None,2015
LEVOTHYROXINE SODIUM 137MCG TABLET,2,Non-Preferred Generic,$2.00,$0.00,None,2015
"Levothyroxine Sodium 150ug/1 100 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC / 100 TABLET BOTTLE, PLA",1,Preferred Generic,$1.00,$0.00,None,2015
"Levothyroxine Sodium 175ug/1 100 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC / 100 TABLET BOTTLE, PLA",1,Preferred Generic,$1.00,$0.00,None,2015
"Levothyroxine Sodium 200ug/1 100 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC / 100 TABLET BOTTLE, PLA",1,Preferred Generic,$1.00,$0.00,None,2015
"Levothyroxine Sodium 25ug/1 100 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC / 100 TABLET BOTTLE, PLAS",1,Preferred Generic,$1.00,$0.00,None,2015
"Levothyroxine Sodium 300ug/1 100 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC / 100 TABLET BOTTLE, PLA",2,Non-Preferred Generic,$2.00,$0.00,None,2015
"Levothyroxine Sodium 50ug/1 100 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC / 100 TABLET BOTTLE, PLAS",1,Preferred Generic,$1.00,$0.00,None,2015
"Levothyroxine Sodium 75ug/1 100 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC / 100 TABLET BOTTLE, PLAS",1,Preferred Generic,$1.00,$0.00,None,2015
"Levothyroxine Sodium 88ug/1 100 BOTTLE, PLASTIC in 1 BOTTLE, PLASTIC / 100 TABLET BOTTLE, PLAS",1,Preferred Generic,$1.00,$0.00,None,2015
LEVOXYL 100 MCG TABLET,3,Preferred Brand,20%,17%,None,2015
LEVOXYL 112 MCG TABLET,3,Preferred Brand,20%,17%,None,2015
LEVOXYL 125 MCG TABLET,3,Preferred Brand,20%,17%,None,2015
LEVOXYL 137 MCG TABLET,3,Preferred Brand,20%,17%,None,2015
LEVOXYL 150MCG TABLET (1000 CT),3,Preferred Brand,20%,17%,None,2015
LEVOXYL 175MCG TABLET (1000 CT),3,Preferred Brand,20%,17%,None,2015
LEVOXYL 200 MCG TABLET,3,Preferred Brand,20%,17%,None,2015
LEVOXYL 25 MCG TABLET,3,Preferred Brand,20%,17%,None,2015
LEVOXYL 50 MCG TABLET,3,Preferred Brand,20%,17%,None,2015
LEVOXYL 75MCG TABLET (1000 CT),3,Preferred Brand,20%,17%,None,2015
LEVOXYL 88 MCG TABLET,3,Preferred Brand,20%,17%,None,2015
LEXIVA 50mg/mL 225 mL in 1 BOTTLE,3,Preferred Brand,20%,17%,Q:1575/28Days,2015
LEXIVA 700MG TABLETS,5,Specialty Tier,25%,N/A,Q:120/30Days,2015
LIALDA 1.2G TABLET DELAYED RELEASE,3,Preferred Brand,20%,17%,Q:120/30Days,2015
LIDOCAINE 5% OINTMENT,4,Non-Preferred Brand,35%,35%,None,2015
Lidocaine 5% patch,4,Non-Preferred Brand,35%,35%,P Q:90/30Days,2015
lidocaine hcl 2% jelly,3,Preferred Brand,20%,17%,None,2015
lidocaine hcl 2% jelly,3,Preferred Brand,20%,17%,None,2015
LIDOCAINE HCL 2% JELLY 30ML TUBE,3,Preferred Brand,20%,17%,None,2015
LIDOCAINE HCL TOPICAL SOLUTION 4% 50ML BOT,2,Non-Preferred Generic,$2.00,$0.00,None,2015
"Lidocaine Hydrochloride 20mg/mL 25 VIAL, MULTI-DOSE in 1 TRAY / 20 mL in 1 VIAL, MULTI-DOSE",2,Non-Preferred Generic,$2.00,$0.00,None,2015
"Lidocaine Hydrochloride 5mg/mL 25 VIAL, SINGLE-DOSE in 1 CONTAINER / 50 mL in 1 VIAL, SINGLE-DOSE",2,Non-Preferred Generic,$2.00,$0.00,None,2015
LIDOCAINE HYDROCHLORIDE ORAL TOPICAL SOLUTION 20MG 100 ML BOT,2,Non-Preferred Generic,$2.00,$0.00,None,2015
LIDOCAINE-PRILOCAINE CREAM,3,Preferred Brand,20%,17%,None,2015
Lindane 10mg/mL,4,Non-Preferred Brand,35%,35%,None,2015
LINDANE SHAMPOO 1MG 2 FLO BOT,4,Non-Preferred Brand,35%,35%,None,2015
Linezolid 600 mg tablet [Zyvox],5,Specialty Tier,25%,N/A,None,2015
Linezolid 600 mg/300 ml iv sol [Zyvox],5,Specialty Tier,25%,N/A,None,2015
LINZESS 145 MCG CAPSULE,3,Preferred Brand,20%,17%,Q:30/30Days,2015
LINZESS 290 MCG CAPSULE,3,Preferred Brand,20%,17%,Q:30/30Days,2015
liothyronine sodium 10ug/mL 1 VIAL per CARTON / 1 mL in 1 VIAL,3,Preferred Brand,20%,17%,None,2015
LIOTHYRONINE SODIUM TABLETS 25MCG 100 TABLETS BOT,3,Preferred Brand,20%,17%,None,2015
LIOTHYRONINE SODIUM TABLETS 50MCG 100 TABLETS BOT,3,Preferred Brand,20%,17%,None,2015
LIOTHYRONINE SODIUM TABLETS 5MCG 100 TABLETS BOT,3,Preferred Brand,20%,17%,None,2015
"Liposyn III 1.2; 2.5; 10g/100mL; g/100mL; g/100mL 12 BOTTLE, GLASS in 1 CASE / 250 mL in 1 BOTTLE,",4,Non-Preferred Brand,35%,35%,P,2015
"Liposyn III 1.2; 2.5; 20g/100mL; g/100mL; g/100mL 12 BOTTLE, GLASS in 1 CASE / 250 mL in 1 BOTTLE,",4,Non-Preferred Brand,35%,35%,P,2015
LISINOPRIL 10MG TABLET (100 CT),1,Preferred Generic,$1.00,$0.00,None,2015
LISINOPRIL 2.5 MG TABLET,1,Preferred Generic,$1.00,$0.00,None,2015
LISINOPRIL 20 MG TABLET,1,Preferred Generic,$1.00,$0.00,None,2015
LISINOPRIL 30MG TABLET (100 CT),2,Non-Preferred Generic,$2.00,$0.00,None,2015
LISINOPRIL 40MG TABLET (500 CT),2,Non-Preferred Generic,$2.00,$0.00,None,2015
Lisinopril 5mg/1 1000 TABLET BOTTLE,1,Preferred Generic,$1.00,$0.00,None,2015
"Lisinopril with Hydrochlorothiazide 12.5; 10mg/1; mg/1 100 TABLET BOTTLE, PLASTIC",1,Preferred Generic,$1.00,$0.00,None,2015
"Lisinopril with Hydrochlorothiazide 12.5; 20mg/1; mg/1 100 TABLET BOTTLE, PLASTIC",1,Preferred Generic,$1.00,$0.00,None,2015
LISINOPRIL-HCTZ 20-25MG TABLET (100 CT),1,Preferred Generic,$1.00,$0.00,None,2015
"Lithium Carbonate 150mg/1 100 CAPSULE BOTTLE, PLASTIC",2,Non-Preferred Generic,$2.00,$0.00,None,2015
Lithium Carbonate 300 mg tab,2,Non-Preferred Generic,$2.00,$0.00,None,2015
LITHIUM CARBONATE 300MG CAPSULE (100 CT),1,Preferred Generic,$1.00,$0.00,None,2015
Lithium Carbonate 450mg/1,2,Non-Preferred Generic,$2.00,$0.00,None,2015
LITHIUM CARBONATE 600 MG CAP,2,Non-Preferred Generic,$2.00,$0.00,None,2015
LITHIUM CARBONATE ER TABLET 300MG (100 CT),2,Non-Preferred Generic,$2.00,$0.00,None,2015
LITHIUM CIT 8MEQ/5ML SYRUP,2,Non-Preferred Generic,$2.00,$0.00,None,2015
LITHOSTAT 250 MG TABLET,4,Non-Preferred Brand,35%,35%,None,2015
LOKARA 0.05% LOTION,4,Non-Preferred Brand,35%,35%,None,2015
LOMUSTINE 10 MG CAPSULE [Ceenu],4,Non-Preferred Brand,35%,35%,None,2015
LOMUSTINE 100 MG CAPSULE [Ceenu],4,Non-Preferred Brand,35%,35%,None,2015
LOMUSTINE 40 MG CAPSULE [Ceenu],4,Non-Preferred Brand,35%,35%,None,2015
LOPERAMIDE HCL 2MG CAPSULE,2,Non-Preferred Generic,$2.00,$0.00,None,2015
LORAZEPAM 0.5 MG TABLET,2,Non-Preferred Generic,$2.00,$0.00,Q:90/30Days,2015
Lorazepam 1mg/1 100 TABLET BOTTLE,2,Non-Preferred Generic,$2.00,$0.00,Q:90/30Days,2015
Lorazepam 2mg/1 100 TABLET BOTTLE,2,Non-Preferred Generic,$2.00,$0.00,Q:150/30Days,2015
"Lorazepam 2mg/mL 30 mL in 1 BOTTLE, DROPPER",3,Preferred Brand,20%,17%,Q:150/30Days,2015
Loryna (drospirenone and ethinyl estradiol) 3 CARTON in 1 BOX / 1 KIT per CARTON,4,Non-Preferred Brand,35%,35%,None,2015
LOSARTAN POTASSIUM 100 MG TAB,1,Preferred Generic,$1.00,$0.00,Q:60/30Days,2015
LOSARTAN POTASSIUM 25 MG TAB,1,Preferred Generic,$1.00,$0.00,Q:60/30Days,2015
LOSARTAN POTASSIUM 50 MG TAB,1,Preferred Generic,$1.00,$0.00,Q:60/30Days,2015
LOSARTAN-HCTZ 100-12.5 MG TAB,2,Non-Preferred Generic,$2.00,$0.00,Q:60/30Days,2015
LOSARTAN-HCTZ 100-25 MG TAB,2,Non-Preferred Generic,$2.00,$0.00,Q:60/30Days,2015
LOSARTAN-HCTZ 50-12.5 MG TAB,2,Non-Preferred Generic,$2.00,$0.00,Q:60/30Days,2015
LOTEMAX 0.5% EYE DROPS,4,Non-Preferred Brand,35%,35%,None,2015
LOTEMAX 0.5% OPHTHALMIC GEL,4,Non-Preferred Brand,35%,35%,None,2015
LOTEMAX 5mg/g 1 TUBE per CARTON / 3.5 g in 1 TUBE,4,Non-Preferred Brand,35%,35%,None,2015
LOTRONEX TABLETS .5MG 30 BOTPL,5,Specialty Tier,25%,N/A,Q:60/30Days,2015
LOTRONEX TABLETS 1MG 30 BOTPL,5,Specialty Tier,25%,N/A,Q:60/30Days,2015
Lovastatin 10mg 60 TABLET BOTTLE,1,Preferred Generic,$1.00,$0.00,Q:60/30Days,2015
LOVASTATIN 20 MG TABLET,1,Preferred Generic,$1.00,$0.00,Q:60/30Days,2015
LOVASTATIN 40 MG ORAL TABLET,2,Non-Preferred Generic,$2.00,$0.00,Q:60/30Days,2015
LOW-OGESTREL-28 TABLET,4,Non-Preferred Brand,35%,35%,None,2015
LOXAPINE 25MG CAPSULE (100 CT),3,Preferred Brand,20%,17%,None,2015
LOXAPINE CAPSULES 10MG 100 BOT,3,Preferred Brand,20%,17%,None,2015
LOXAPINE CAPSULES 50MG 100 BOT,3,Preferred Brand,20%,17%,None,2015
LOXAPINE CAPSULES 5MG 100 BOT,3,Preferred Brand,20%,17%,None,2015
"LUMIGAN 0.1mg/mL 1 BOTTLE, DROPPER per CARTON / 5 mL in 1 BOTTLE, DROPPER",3,Preferred Brand,20%,17%,Q:3/25Days,2015
Lumizyme 5mg/mL,5,Specialty Tier,25%,N/A,P,2015
LUPRON DEPOT 11.25 MG 3MO KIT,4,Non-Preferred Brand,35%,35%,P Q:1/90Days,2015
LUPRON DEPOT 22.5 MG 3MO KIT [LUPRON],4,Non-Preferred Brand,35%,35%,P Q:1/90Days,2015
LUPRON DEPOT 3.75 MG KIT,4,Non-Preferred Brand,35%,35%,P Q:1/30Days,2015
LUPRON DEPOT 45 MG 6MO KIT,5,Specialty Tier,25%,N/A,P Q:1/168Days,2015
LUPRON DEPOT 7.5 MG KIT,5,Specialty Tier,25%,N/A,P Q:1/30Days,2015
LUPRON DEPOT-4 MONTH KIT,4,Non-Preferred Brand,35%,35%,P Q:1/112Days,2015
LUPRON DEPOT-PED 11.25 MG KIT,5,Specialty Tier,25%,N/A,P Q:1/28Days,2015
LUPRON DEPOT-PED 15 MG KIT,5,Specialty Tier,25%,N/A,P Q:1/28Days,2015
LUTERA 0.1-0.02 TABLET,4,Non-Preferred Brand,35%,35%,None,2015
LYNPARZA 50 MG CAPSULE,5,Specialty Tier,25%,N/A,P Q:448/28Days,2015
LYRICA 100MG CAPSULE,4,Non-Preferred Brand,35%,35%,Q:90/30Days,2015
LYRICA 150MG CAPSULE,4,Non-Preferred Brand,35%,35%,Q:90/30Days,2015
LYRICA 20 MG/ML ORAL SOLUTION,4,Non-Preferred Brand,35%,35%,Q:900/30Days,2015
LYRICA 200MG CAPSULE,4,Non-Preferred Brand,35%,35%,Q:90/30Days,2015
LYRICA 225MG CAPSULE,4,Non-Preferred Brand,35%,35%,Q:60/30Days,2015
LYRICA 25MG CAPSULE,4,Non-Preferred Brand,35%,35%,Q:90/30Days,2015
LYRICA 300MG CAPSULE,4,Non-Preferred Brand,35%,35%,Q:60/30Days,2015
LYRICA 50MG CAPSULE,4,Non-Preferred Brand,35%,35%,Q:90/30Days,2015
